decision_key,active_in_queue,policy_item_id,policy_id,policy_name,bucket_label,item_label,primary_evidence_id,evidence_preview,tech_domains,suggested_primary_strategy_id,suggested_primary_strategy_label,suggested_primary_strategy_score,alternate_strategy_ids,alternate_strategy_labels,alignment_exception_ids,alignment_exception_notes,auto_seed_blocked,decision_status,reviewed_primary_strategy_id,reviewed_secondary_strategy_ids,reviewed_confidence,reviewer_name,reviewer_notes
SRD-POL-001-21c4f7680179,no,ITM-POL-001-01014,POL-001,123대 국정과제,인재,마음건강지원,DRV-PAR-DOC-POL-001-01807,"ㅇ (마음건강지원) ‘사회정서교육’ 활성화, 선별검사* 내실화, 전문기관** 연계 확대등예방-발견-상담-치료전단계를아우르는학생마음건강지원강화",,,,,,,,,no,no_strategy,,,medium,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-500b50efae09,no,ITM-POL-001-01016,POL-001,123대 국정과제,인재,모두가안심할수있는학교안전체계를구축하고,DRV-PAR-DOC-POL-001-01814,"ㅇ 모두가안심할수있는학교안전체계를구축하고, 국가교육위원회 기능강화를 통해교육주체들의참여와숙의를 통한사회적합의추진",,,,,,,,,no,no_strategy,,,medium,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-23699d93530d,no,ITM-POL-001-01017,POL-001,123대 국정과제,인재,문화예술·체육교육확대,DRV-PAR-DOC-POL-001-01788,ㅇ (문화예술·체육교육확대) 모든학생의예술감수성함양및신체활동참여기회확대,,,,,,,,,no,no_strategy,,,medium,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-d523b73f5c8f,no,ITM-POL-001-01018,POL-001,123대 국정과제,인재,미디어의지역성·다양성강화를위한지역·중소방송지원체계구축,DRV-PAR-DOC-POL-001-00178,ㅇ 미디어의지역성·다양성강화를위한지역·중소방송지원체계구축,,,,,,,,,no,no_strategy,,,medium,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-00534b8227ae,no,ITM-POL-001-01019,POL-001,123대 국정과제,인재,민간자원활용,DRV-PAR-DOC-POL-001-01959,"ㅇ (민간자원활용) 군수, 시설관리, 교육, 복지, 인사관리등군의비전투 분야임무를민간이수행하도록하는‘국방분야민간전환’ 확대",국방,,,,,,,,no,no_strategy,,,medium,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-d8588d314881,no,ITM-POL-001-01020,POL-001,123대 국정과제,인재,방과후·돌봄체계구축,DRV-PAR-DOC-POL-001-01801,"ㅇ (방과후·돌봄체계구축) 방과후프로그램이용권제공으로교육비부담을 완화하고, 프로그램‧",,,,,,,,,no,no_strategy,,,medium,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-b57aa36029c2,no,ITM-POL-001-01021,POL-001,123대 국정과제,인재,방송미디어의공공성·자율성회복과다양성강화로누구나격차없이 고품질의방송미디어서비스를활용‧,DRV-PAR-DOC-POL-001-00190,ㅇ 방송미디어의공공성·자율성회복과다양성강화로누구나격차없이 고품질의방송미디어서비스를활용‧,,,,,,,,,no,no_strategy,,,medium,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-12d91323f881,no,ITM-POL-001-01022,POL-001,123대 국정과제,인재,범부처협업을 통해비자‧ 주거‧ 교육‧ 취업등전주기정착지원서비스강화,DRV-PAR-DOC-POL-001-00532,- 범부처협업을 통해비자‧ 주거‧ 교육‧ 취업등전주기정착지원서비스강화,,,,,,,,,no,no_strategy,,,medium,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-a67a6952b930,no,ITM-POL-001-01023,POL-001,123대 국정과제,인재,범죄피해자지원확대,DRV-PAR-DOC-POL-001-00171,"ㅇ (범죄피해자지원확대) 피해자국선변호사지원확대, 진술조력인등 전문인력확충, 피해자의형사절차참여권등권리보장강화",,,,,,,,,no,no_strategy,,,medium,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-d62be9b16f95,no,ITM-POL-001-01025,POL-001,123대 국정과제,인재,병대상대학원격강좌수강료지원,DRV-PAR-DOC-POL-001-01971,"- 병대상대학원격강좌수강료지원, 급식개선",,,,,,,,,no,no_strategy,,,medium,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-0270662ecec1,no,ITM-POL-001-01027,POL-001,123대 국정과제,인재,북한이탈주민정착지원및사회통합강화,DRV-PAR-DOC-POL-001-02050,"ㅇ (북한이탈주민정착지원및사회통합강화) 북한이탈주민의사회적응·교육·고용·심리안정등을체계적으로지원하고, 지역사회주민과사회통합촉진",,,,,,,,,no,no_strategy,,,medium,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-eccb27f0f3c2,no,ITM-POL-001-01028,POL-001,123대 국정과제,인재,사회연대조직성장지원,DRV-PAR-DOC-POL-001-01463,"ㅇ (사회연대조직성장지원) 협동조합, 사회적기업, 마을·자활기업등개별 조직간협력·연대사업지원, 스케일업, 컨설팅·교육등종합적지원추진",,,,,,,,,no,no_strategy,,,medium,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-1331360cc3ee,no,ITM-POL-001-01029,POL-001,123대 국정과제,인재,산업과지역의성장지도를재설계하고에너지산업의수출산업화및재생 에너지인근에첨단산업을유치하...,DRV-PAR-DOC-POL-001-00754,ㅇ 산업과지역의성장지도를재설계하고에너지산업의수출산업화및재생 에너지인근에첨단산업을유치하여지역균형성장과경제성장기여,에너지,STR-006,탄소중립 및 에너지 안보 (수소·SMR),2,,,,,no,reviewed,STR-006,,medium,auto_seed,provisional_auto_seed_from_queue(score=2)
SRD-POL-001-6f083675629f,no,ITM-POL-001-01030,POL-001,123대 국정과제,인재,산학연협력을 통해대학교육–실습–취·창업지원을연계하고,DRV-PAR-DOC-POL-001-01022,"- 산학연협력을 통해대학교육–실습–취·창업지원을연계하고, 대학생의 진로설계역량및취·창업준비지원강화",,,,,,,,,no,no_strategy,,,medium,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-166ddf2fe190,no,ITM-POL-001-01033,POL-001,123대 국정과제,인재,서비스수출전문인력양성및서비스수출전용금융지원확대추진,DRV-PAR-DOC-POL-001-00656,- 서비스수출전문인력양성및서비스수출전용금융지원확대추진,,,,,,,,,no,no_strategy,,,medium,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-e89eb77fcb6e,no,ITM-POL-001-01034,POL-001,123대 국정과제,인재,성과평가강화·재정이해도증진,DRV-PAR-DOC-POL-001-00351,ㅇ (성과평가강화·재정이해도증진) 다수부처에서운영중인재정사업평가 체계를정비하여평가결과와예산연계강화,,,,,,,,,no,no_strategy,,,medium,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-abecdb74a374,no,ITM-POL-001-01035,POL-001,123대 국정과제,인재,성별영향평가,DRV-PAR-DOC-POL-001-01736,"- 성별영향평가, 성인지예산등성주류화조치및폭력예방교육을실효성 제고방향으로전면개편추진",,,,,,,,,no,no_strategy,,,medium,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-3d9ff4aa5076,no,ITM-POL-001-01036,POL-001,123대 국정과제,인재,시민참여와숙의공론활성화,DRV-PAR-DOC-POL-001-00218,"ㅇ (시민참여와숙의공론활성화) 시민참여와숙의, 민주시민교육및시민사회 활성화를담당하는(가칭)‘국가시민참여위원회’ 설치및근거법령마련",,,,,,,,,no,no_strategy,,,medium,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-5c2c9f95dfe0,no,ITM-POL-001-01037,POL-001,123대 국정과제,인재,시설·인력기준의단계적향상,DRV-PAR-DOC-POL-001-01443,"- 시설·인력기준의단계적향상, 광고표시기준강화및위반시처분근거 마련등공장식생산·판매체계개편기반 조성",,,,,,,,,no,no_strategy,,,medium,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-362f5d1795e5,no,ITM-POL-001-01038,POL-001,123대 국정과제,인재,신성장동력분야관련규제혁신및인력양성·인재유치가속화,DRV-PAR-DOC-POL-001-00565,- 신성장동력분야관련규제혁신및인력양성·인재유치가속화,,,,,,,,,no,no_strategy,,,medium,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-538bd829ad06,no,ITM-POL-001-01040,POL-001,123대 국정과제,인재,안전계약컨설팅,DRV-PAR-DOC-POL-001-01157,"- 안전계약컨설팅, 정보제공강화, 예방교육확대등전세사기사전예방",,,,,,,,,no,no_strategy,,,medium,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-39c67c699283,no,ITM-POL-001-01041,POL-001,123대 국정과제,인재,안전한현장체험학습운영을위한교육(지원)청내지원전담기구역할 강화및관련법령제정,DRV-PAR-DOC-POL-001-01820,"- 안전한현장체험학습운영을위한교육(지원)청내지원전담기구역할 강화및관련법령제정, 학교급식위생･",,,,,,,,,no,no_strategy,,,medium,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-91efcf9c8afc,no,ITM-POL-001-01042,POL-001,123대 국정과제,인재,양육지원강화,DRV-PAR-DOC-POL-001-01566,"ㅇ (양육지원강화) 아동수당(현재: 8세미만) 지급대상을매년1세씩점진적 확대하여13세미만까지지급, 부모교육과연계강화및인식개선추진",,,,,,,,,no,no_strategy,,,medium,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-ff8709b15437,no,ITM-POL-001-01044,POL-001,123대 국정과제,인재,열린평생·직업교육지원,DRV-PAR-DOC-POL-001-01018,ㅇ (열린평생·직업교육지원) 누구나일하면서학습할수있는평생‧ 직업교육체계구축,,,,,,,,,no,no_strategy,,,medium,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-367bfec1d498,no,ITM-POL-001-01046,POL-001,123대 국정과제,인재,운영방식을개선하고,DRV-PAR-DOC-POL-001-01824,"운영방식을개선하고, 국가교육발전계획수립등에국민참여확대",,,,,,,,,no,no_strategy,,,medium,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-aaca101a42ff,no,ITM-POL-001-01047,POL-001,123대 국정과제,인재,육‧ 해‧ 공군합동성강화,DRV-PAR-DOC-POL-001-00112,ㅇ (육‧ 해‧ 공군합동성강화) 군교육기관의단계적통합추진및장교 양성체계혁신,,,,,,,,,no,no_strategy,,,medium,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-61d275ae19a8,no,ITM-POL-001-01049,POL-001,123대 국정과제,인재,인권위원장등선출시후보추천위원회구성,DRV-PAR-DOC-POL-001-00197,"- 인권위원장등선출시후보추천위원회구성, 인권위원다양성확보및 견제장치도입",,,,,,,,,no,no_strategy,,,medium,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-378f46900751,no,ITM-POL-001-01050,POL-001,123대 국정과제,인재,인력증원·처우개선,DRV-PAR-DOC-POL-001-00170,"ㅇ (인력증원·처우개선) 대법관·판사정원을단계적으로증원하고, 법원 구성의다양성을제고하며, 수사인력처우를획기적으로개선",,,,,,,,,no,no_strategy,,,medium,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-066f2eb4a93b,no,ITM-POL-001-01051,POL-001,123대 국정과제,인재,일자리,DRV-PAR-DOC-POL-001-01598,"ㅇ 일자리, 주거, 자산, 교육, 복지등청년삶전반에 대한실질적지원을강화",,,,,,,,,no,no_strategy,,,medium,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-7d595831d4d5,no,ITM-POL-001-01052,POL-001,123대 국정과제,인재,일할맛나는근무환경조성,DRV-PAR-DOC-POL-001-00280,"ㅇ (일할맛나는근무환경조성) 저연차실무직·현장공무원처우개선*, 신규공무원보직전기본교육강화및육아친화적공직여건조성",,,,,,,,,no,no_strategy,,,medium,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-0a5e4bb6a6e5,no,ITM-POL-001-01053,POL-001,123대 국정과제,인재,재정교육강화,DRV-PAR-DOC-POL-001-00352,"- 재정교육강화, 온라인재정박물관구축등을 통한대국민재정이해도증진",,,,,,,,,no,no_strategy,,,medium,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-c600b5a76659,no,ITM-POL-001-01054,POL-001,123대 국정과제,인재,전공의등의료인력양성을위한수련환경혁신등국가지원확대,DRV-PAR-DOC-POL-001-01517,- 전공의등의료인력양성을위한수련환경혁신등국가지원확대,,,,,,,,,no,no_strategy,,,medium,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-fb5dea23c4fa,no,ITM-POL-001-01056,POL-001,123대 국정과제,인재,정규수업외학교와지자체가함께모든학생·학부모에게격차없는 돌봄·교육을제공하여아이의성장을...,DRV-PAR-DOC-POL-001-01796,ㅇ 정규수업외학교와지자체가함께모든학생·학부모에게격차없는 돌봄·교육을제공하여아이의성장을체계적으로지원,,,,,,,,,no,no_strategy,,,medium,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-a9a8a698854a,no,ITM-POL-001-01057,POL-001,123대 국정과제,인재,정부책임형유보통합추진,DRV-PAR-DOC-POL-001-01805,"ㅇ (정부책임형유보통합추진) 0세반부터교사대아동비율개선, 3∼5세 단계적무상교육·보육실현, 틈새돌봄확대및수요맞춤교육·방과후과정등을 통해모든영유아가건강한성장과배움을보장받는교육·돌봄체계구축",,,,,,,,,no,no_strategy,,,medium,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-6496ef199af8,no,ITM-POL-001-01058,POL-001,123대 국정과제,인재,주민･지역주도의분권정책추진으로지방자치의민주성과책임성을 강화하고창의성과다양성을실현,DRV-PAR-DOC-POL-001-00985,ㅇ 주민･지역주도의분권정책추진으로지방자치의민주성과책임성을 강화하고창의성과다양성을실현,,,,,,,,,no,no_strategy,,,medium,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-02f2b2e91239,no,ITM-POL-001-01059,POL-001,123대 국정과제,인재,중견간부이탈방지및장기복무확대를위한종합대책을수립함으로써 숙련된군인을오래활용하고인재가...,DRV-PAR-DOC-POL-001-01979,ㅇ 중견간부이탈방지및장기복무확대를위한종합대책을수립함으로써 숙련된군인을오래활용하고인재가계속유입될 수 있는기반마련,,,,,,,,,no,no_strategy,,,medium,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-5017d7b0d8ab,no,ITM-POL-001-01060,POL-001,123대 국정과제,인재,지방행정·재정운용의효율성향상,DRV-PAR-DOC-POL-001-00353,ㅇ (지방행정·재정운용의효율성향상) 지방자치·교육자치의행정·재정 효율성을높이기위한방안 마련,,,,,,,,,no,no_strategy,,,medium,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-2d2833c191d1,no,ITM-POL-001-01062,POL-001,123대 국정과제,인재,지역‧ 필수‧ 공공의료인력양성,DRV-PAR-DOC-POL-001-01516,"ㅇ (지역‧ 필수‧ 공공의료인력양성) 지역의사제신설, (가칭)공공의료사관학교 설립및의대없는지역에의대신설추진",,,,,,,,,no,no_strategy,,,medium,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-646600eb429c,no,ITM-POL-001-01063,POL-001,123대 국정과제,인재,지역의교육,DRV-PAR-DOC-POL-001-01026,"ㅇ 지역의교육, 취·창업, 정주지원으로인구유입확대및지역경제활성화",,,,,,,,,no,no_strategy,,,medium,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-02e83eec209f,no,ITM-POL-001-01064,POL-001,123대 국정과제,인재,지원체계일원화,DRV-PAR-DOC-POL-001-00528,"ㅇ (지원체계일원화) 국가과학기술인재양성청사진제시및범부처과학 기술인재정책·예산조정* 기능강화, 데이터기반통합관리체계구축",,,,,,,,,no,no_strategy,,,medium,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-794dea9cec9e,no,ITM-POL-001-01065,POL-001,123대 국정과제,인재,지자체중심,DRV-PAR-DOC-POL-001-01410,ㅇ (지자체중심) 지자체전담조직·인력확충지원등으로역량및책임강화,,,,,,,,,no,no_strategy,,,medium,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-70782295e7a3,no,ITM-POL-001-01066,POL-001,123대 국정과제,인재,직업교육기관간연계강화*를 통해지역산업에종사할실무인력을 육성하고,DRV-PAR-DOC-POL-001-01019,"- 직업교육기관간연계강화*를 통해지역산업에종사할실무인력을 육성하고, 전문대를 중심으로성인학습자의직무역량강화기회확대",,,,,,,,,no,no_strategy,,,medium,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-c4785d35bdf7,no,ITM-POL-001-01067,POL-001,123대 국정과제,인재,청년·장애예술인기회확대,DRV-PAR-DOC-POL-001-01871,"ㅇ (청년·장애예술인기회확대) 청년예술인자산형성을위한적립계좌지원, 순수예술분야청년창작자창작활동지원확대, 국립청년예술단확대및 국립예술기관청년인턴십강화, 장애예술인우수작품지역확산등지원",,,,,,,,,no,no_strategy,,,medium,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-a7f2c5b75373,no,ITM-POL-001-01068,POL-001,123대 국정과제,인재,청년교육등생활지원,DRV-PAR-DOC-POL-001-01606,"ㅇ (청년교육등생활지원) 맞춤형국가장학금(인문100년, 희망사다리Ⅱ장학금) 및 취업후상환학자금대출지원확대, 식사·문화·교통등청년생활밀착지원*",,,,,,,,,no,no_strategy,,,medium,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-5ddcdd03505e,no,ITM-POL-001-01070,POL-001,123대 국정과제,인재,통일부조직정상화및역량강화,DRV-PAR-DOC-POL-001-02001,"ㅇ (통일부조직정상화및역량강화) 남북대화‧ 교류협력전담부서회복, 사회적대화및평화·통일·민주시민교육기능확충등신속추진",,,,,,,,,no,no_strategy,,,medium,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-53ee8c7d722d,no,ITM-POL-001-01071,POL-001,123대 국정과제,인재,특수교육개선,DRV-PAR-DOC-POL-001-01806,"ㅇ (특수교육개선) 특수학급신·증설, 특수학교20개교설립, 특수교사 정원확충, 통합학급협력교사배치확대를 통해특수교육여건개선",,,,,,,,,no,no_strategy,,,medium,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-10674f6742b3,no,ITM-POL-001-01072,POL-001,123대 국정과제,인재,평화·통일·민주주의를통합한새로운통일교육을추진하고,DRV-PAR-DOC-POL-001-02059,"ㅇ 평화·통일·민주주의를통합한새로운통일교육을추진하고, 북한자료의 대국민공개를확대하여국민의대북·통일인식제고및정책참여역량강화",,,,,,,,,no,no_strategy,,,medium,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-99871a6f8788,no,ITM-POL-001-01073,POL-001,123대 국정과제,인재,평화‧ 통일‧ 민주시민교육추진,DRV-PAR-DOC-POL-001-02066,ㅇ (평화‧ 통일‧ 민주시민교육추진) 통일교육을평화‧ 통일‧ 민주시민교육으로발전,,,,,,,,,no,no_strategy,,,medium,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-881f9669e0d8,no,ITM-POL-001-01074,POL-001,123대 국정과제,인재,하나원기초사회적응프로그램개선,DRV-PAR-DOC-POL-001-02051,"- 하나원기초사회적응프로그램개선, 지자체와함께일자리·교육* 등거주지 맞춤형지원체계강화, 자조‧",,,,,,,,,no,no_strategy,,,medium,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-0c5c8f54876f,no,ITM-POL-001-01077,POL-001,123대 국정과제,인재,학생예술동아리및지역사회연계학교예술교육등을지원하고,DRV-PAR-DOC-POL-001-01789,"- 학생예술동아리및지역사회연계학교예술교육등을지원하고, 학교 스포츠클럽등내실화, 초등체육전담교사지정확대및교원전문성강화",,,,,,,,,no,no_strategy,,,medium,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-d3121e4d9f42,no,ITM-POL-001-01078,POL-001,123대 국정과제,인재,합리적공직문화조성등으로우수인재유치및공직몰입도제고,DRV-PAR-DOC-POL-001-00286,ㅇ 합리적공직문화조성등으로우수인재유치및공직몰입도제고,,,,,,,,,no,no_strategy,,,medium,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-009-29fdd9f4575e,no,ITM-POL-009-RV-00001,POL-009,과학기술분야 출연(연) 정책방향,인프라·제도,기관출연금 전환을 통한 인건비 전액 지원,DRV-PAR-DOC-POL-010-00098,"ㅇ (인건비 전액 지원) 매년 종료되는 정부수탁과제(연 4천억원, 총 2조원)을 기관출연금으로 전환, 기관출연금과 계속과제로 인건비 전액 지원 ’26년~",,,,,,,,,no,no_strategy,,,medium,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-009-40b77845d043,no,ITM-POL-009-RV-00002,POL-009,과학기술분야 출연(연) 정책방향,인프라·제도,기관출연금 기본·전략연구사업 체계화,DRV-PAR-DOC-POL-010-00110,ㅇ (기관출연금 체계화) 기관출연금을 기관 자체 수요에 따른 ’기본연구사업‘과 정부·기업수요 기반으로 운영하는 ’전략연구사업‘으로 유형화 ’26년~,,,,,,,,,no,no_strategy,,,medium,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-009-a8b18ed9a494,no,ITM-POL-009-RV-00003,POL-009,과학기술분야 출연(연) 정책방향,인프라·제도,산·연·정 전략연구사업 운영위원회 신설,DRV-PAR-DOC-POL-010-00113,"ㅇ (산-연-정 협의체 신설) 출연(연), 산업계, 관계부처가 모여 전략연구사업 주요사항을 심의·의결하는 ‘전략연구사업 운영위원회’ 신설 ’26년~",,,,,,,,,no,no_strategy,,,medium,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-009-4827cb3ad115,no,ITM-POL-009-RV-00004,POL-009,과학기술분야 출연(연) 정책방향,인프라·제도,연구회 내 전략연구지원단 설치,DRV-PAR-DOC-POL-010-00115,ㅇ (전략연구 지원기구 신설) 전략연구사업의 ‘기획조정·보완 → 점검·평가 → 성과확산’을 지원하는 ‘전략연구지원단’을 연구회 내 설치 ’26년~,,,,,,,,,no,no_strategy,,,medium,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-009-681a4f28b348,no,ITM-POL-009-RV-00005,POL-009,과학기술분야 출연(연) 정책방향,인프라·제도,수요기반 전략연구사업 기획절차 운영,DRV-PAR-DOC-POL-010-00118,ㅇ (수요기반 기획절차 운영) 수요를 바탕으로 운영위-지원단-출연(연) 간 유기적 연계를 통해 차년도 전략연구사업 예산요구과제 결정 ’26년~,,,,,,,,,no,no_strategy,,,medium,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-009-833e51dc4ff6,no,ITM-POL-009-RV-00006,POL-009,과학기술분야 출연(연) 정책방향,인프라·제도,통합평가 결과 환류 강화,DRV-PAR-DOC-POL-010-00123,"ㅇ (평가결과 환류강화) 내실있는 평가를 위해 통합평가 성과급 및 우수연구자 상여금 연계, 경상경비 증가율* 및 업무추진비 등 차등 적용 ’26년~",,,,,,,,,no,no_strategy,,,medium,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-009-9fdb8f64875b,no,ITM-POL-009-RV-00007,POL-009,과학기술분야 출연(연) 정책방향,인프라·제도,기관평가와 기관장 재선임 연계 폐지,DRV-PAR-DOC-POL-010-00126,ㅇ (기관장 연임연계 폐지) 기관평가 결과와 기관장 재선임 요건 간 연계를 폐지하고 연임 희망 시 차기 기관장 공모 참여를 통해 재선임 ’26년~,,,,,,,,,no,no_strategy,,,medium,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-009-70c4cfd2da41,no,ITM-POL-009-RV-00008,POL-009,과학기술분야 출연(연) 정책방향,인재,우수 연구자·연구팀 상여금 신설,DRV-PAR-DOC-POL-010-00132,ㅇ (우수 연구진 상여금) 평가 결과에 따라 성과 기여도가 높은 우수 연구자 또는 연구팀 대상 파격적 상여금(가칭STAR* 상여금) 신설 ’26년~,,,,,,,,,no,no_strategy,,,medium,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-009-7fb2dabff2d3,no,ITM-POL-009-RV-00009,POL-009,과학기술분야 출연(연) 정책방향,인재,출연연 구성원 처우 지속 개선,DRV-PAR-DOC-POL-010-00142,ㅇ (처우개선) 출연(연) 구성원의 전반적인 처우 수준을 지속 개선 ’26년~,,,,,,,,,no,no_strategy,,,medium,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-009-e0f0f331ce27,no,ITM-POL-009-RV-00011,POL-009,과학기술분야 출연(연) 정책방향,인재,블라인드채용 탄력 운영,DRV-PAR-DOC-POL-010-00147,ㅇ (블라인드채용 탄력적 운영) 출연(연) 블라인드 채용제도가 합리적 ·탄력적으로 운영되도록 심사위원에게 채용서류 원문 제공 ’26년~,,,,,,,,,no,no_strategy,,,medium,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-009-a4d87204fe3f,no,ITM-POL-009-RV-00012,POL-009,과학기술분야 출연(연) 정책방향,인재,연구행정·지원직 전문화,DRV-PAR-DOC-POL-010-00155,"ㅇ (연구행정 전문화) 연구직의 파트너로서 연구행정·지원직의 가치를 인정하여 전문직에 상응하는 직종, 처우 및 성장사다리 마련 ’26년~",,,,,,,,,no,no_strategy,,,medium,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-009-d1fd9e5ae8d8,no,ITM-POL-009-RV-00014,POL-009,과학기술분야 출연(연) 정책방향,인프라·제도,조직·인사·예산 자율 운영 원칙 명시,DRV-PAR-DOC-POL-010-00164,ㅇ (운영체계) 공공기관 지정해제(유보) 취지를 반영하여 조직·인사·예산 운영의 자율성 원칙 명시,,,,,,,,,no,no_strategy,,,medium,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-009-97f22c9e68f9,no,ITM-POL-009-RV-00015,POL-009,과학기술분야 출연(연) 정책방향,인재,우수인재 유치와 개방형 혁신 지원 법적 기반 마련,DRV-PAR-DOC-POL-010-00165,"ㅇ (육성·지원) 인력개발·우수인재 유치, 개방형 혁신 등 적극적 출연(연) 육성·지원을 위한 법적 기틀 마련",,,,,,,,,no,no_strategy,,,medium,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-009-5eb5b13faa0a,no,ITM-POL-009-RV-00016,POL-009,과학기술분야 출연(연) 정책방향,인프라·제도,과기정통부-연구회-출연연 협력 거버넌스 명확화,DRV-PAR-DOC-POL-010-00166,ㅇ (거버넌스) 과기정통부(정책방향 제시)-연구회(출연(연) 간 협력 지원)-출연(연)(임무·역할 수행) 간 유기적 협력체계 명확화,,,,,,,,,no,no_strategy,,,medium,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
