review_item_id,document_id,source_format,page_no,candidate_source,candidate_id,rows,cols,preview_text,suggested_class,heuristic_reason,keep_for_dashboard,merge_group_hint,canonical_table_id,review_status,reviewer_notes,treat_as_char,text_wrap
TRV-DOC-BMK-006-MD-072,DOC-BMK-006,pdf,112,pymupdf4llm_markdown,PAR-DOC-BMK-006-00518,2,3,|Col1|者のキャリアアップやステップアッ<br>プの機会確保のために、若手研究者向<br>けプログラムの採択課題件数を追加。<br>・戦略的創造研究推進事業における令和<br>７年度戦略目標の策定において、精緻<br>なエビデンスベースの分析を活用し、<br>有識者の意見も取り入れ、策定プロセ<br>スを改善。<br>・「基盤研究(A)～(C)」に「研究課題の国<br>際性」の評定要素を導入し、国際性の<br>評価が高い採択課題への重点配分や、<br>国際性の高い研究に取り組む若手研<br>究者の研究機会を拡大する「国際・若<br>手支援強化枠」を創設。<br>・令和６年度は科学技術・学術審議会学<br>術分科会及び科学技術・学術審議会大<br>学研究力強化委員会において議論を<br>行い、「第７期科学技術・イノベーショ<br>ン基本計画に向けた学術分科会とし<br>ての意見」を取りまとめ。|い支援を行うとともに、分野融合を促<br>進する事業運営を検討。【文】<br>・引き続き優れた成果につながる基礎研<br>究を推進すべく、最先端の研究開発の<br>潮流やその変遷を含む国内外の動向<br>等に係るエビデンスの分析を踏まえ、<br>異分野融合や新領域創出を促す分野<br>横断的な戦略目標を設定。（再掲）【文】<br>・既存の学問体系に捉われない研究テー<br>マを後押しするため、支援の在り方の<br>見直しを検討。（再掲）【文】<br>・大学の研究力向上に向けて、大学の研<br>究環境・マネジメント改革に係る取組<br>の現状把握や成功事例の要因分析、取<br>組の可視化を科学技術・学術審議会学<br>術分科会や大学研究力強化部会等で<br>の議論も踏まえ進めるとともに、次期<br>科学技術・イノベーション基本計画を<br>見据え、大学の研究力強化のための取<br>組への支援について検討。【文】|,review_required,needs_manual_review,review,PAGE-112,,review_required,,,
TRV-DOC-BMK-006-MD-073,DOC-BMK-006,pdf,114,pymupdf4llm_markdown,PAR-DOC-BMK-006-00530,2,3,|基本計画における具体的な取組|実施状況・現状分析|今後の取組方針|,review_required,needs_manual_review,review,PAGE-114,,review_required,,,
TRV-DOC-BMK-006-MD-074,DOC-BMK-006,pdf,115,pymupdf4llm_markdown,PAR-DOC-BMK-006-00532,5,3,|的なメタデータ156の付与を進め、同年<br>度以降、研究データ基盤システム上で<br>これらのメタデータを検索可能な体<br>制を構築する。さらに、メタデータを<br>ＥＢＰＭに活用するため、e-Rad の改<br>修に合わせて、相互運用性を確保す<br>る。研究データ基盤システムについ<br>て、持続的な運営体制の確保に向け<br>2022 年度までに方策を検討する。【科<br>技、文、関係府省】|度以降に仮定した上で、受益者負担モ<br>デルについて検討開始。<br>・改修に合わせ、ｅ－Ｒａｄでの実績報<br>告時のメタデータ件数登録機能を実<br>装。<br>・「研究データ2024」を策定し、関係府<br>省への周知や事例の共有等を実施。ま<br>た、ムーンショット等での運用を踏ま<br>えメタデータの共通項目、メタデータ<br>説明書を改正。|となる期間等について、関係者間で検<br>討。【科技、文、関係府省】<br>・メタデータ件数登録機能を運用。【科<br>技】<br>・研究データの管理・利活用に関する事<br>例の収集を継続し、「研究データ<br>2024」の更新やメタデータの共通項<br>目、メタデータ説明書の共有を行うな<br>どにより、関係府省での取組の具体化<br>や周知を推進。【科技】|,structured_table,markdown_table_detected,yes,PAGE-115,,review_required,,,
TRV-DOC-BMK-006-MD-075,DOC-BMK-006,pdf,116,pymupdf4llm_markdown,PAR-DOC-BMK-006-00534,3,3,|た人材、自らの研究活動に資する場合<br>にはポスドク等の参画や、図書館のデ<br>ジタル転換等の取組について、2022<br>年度までにその方向性を定める。【科<br>技、文、関係府省】|向けて、取組の方向性を具体化するロ<br>ードマップを作成し公開。<br>・「デジタル・ライブラリー」の実現にお<br>ける課題の洗い出しに向けた各種調<br>査を実施。<br>・「地域中核・特色ある研究大学総合振<br>興パッケージ」関連事業において大学<br>に対する支援施策等と連動し、研究デ<br>ータの管理・利活用に係る支援体制整<br>備を実施。|や、優先的に取り組むべき課題を整理<br>（再掲）。【文】<br>・令和６年度に実施した調査結果を踏<br>まえ、継続実施すべき調査や新規に必<br>要な調査について、同検討会での議論<br>も継続しながら検討（再掲）。【文】<br>・引き続き大学における研究データの<br>管理・利活用に係る支援体制の整備を<br>推進。（再掲）【科技、文、関係府省】|,structured_table,markdown_table_detected,yes,PAGE-116,,review_required,,,
TRV-DOC-BMK-006-MD-076,DOC-BMK-006,pdf,116,pymupdf4llm_markdown,PAR-DOC-BMK-006-00535,3,3,|基本計画における具体的な取組|実施状況・現状分析|今後の取組方針|,structured_table,markdown_table_detected,yes,PAGE-116,,review_required,,,
TRV-DOC-BMK-006-MD-077,DOC-BMK-006,pdf,118,pymupdf4llm_markdown,PAR-DOC-BMK-006-00545,2,3,|Col1|効率的・効果的な活用に資する国立大<br>学の設備に対し支援を実施。|AI for Science 等を一体的に推進し研<br>究基盤を強化。【文】|,review_required,needs_manual_review,review,PAGE-118,,review_required,,,
TRV-DOC-BMK-006-MD-078,DOC-BMK-006,pdf,122,pymupdf4llm_markdown,PAR-DOC-BMK-006-00585,2,3,|基本計画における具体的な取組|実施状況・現状分析|今後の取組方針|,review_required,needs_manual_review,review,PAGE-122,,review_required,,,
TRV-DOC-BMK-006-MD-079,DOC-BMK-006,pdf,124,pymupdf4llm_markdown,PAR-DOC-BMK-006-00600,2,3,|基本計画における具体的な取組|実施状況・現状分析|今後の取組方針|,review_required,needs_manual_review,review,PAGE-124,,review_required,,,
TRV-DOC-BMK-006-MD-080,DOC-BMK-006,pdf,124,pymupdf4llm_markdown,PAR-DOC-BMK-006-00601,3,3,|基本計画における具体的な取組|実施状況・現状分析|今後の取組方針|,structured_table,markdown_table_detected,yes,PAGE-124,,review_required,,,
TRV-DOC-BMK-006-MD-081,DOC-BMK-006,pdf,125,pymupdf4llm_markdown,PAR-DOC-BMK-006-00605,3,3,|〇第４期中期目標期間に向けて、多様な<br>ステークホルダーの目線からも理解<br>しやすいよう国立大学法人会計基準<br>を見直すとともに、国立大学法人が自<br>ら獲得した多様な財源を戦略的に積<br>み立てる仕組みの創設や、次期中期目<br>標期間に繰り越しができるよう目的<br>積立金の見直しを行う。【文】|・「世界と伍する研究大学の在り方につ<br>いて」において、中期目標期間を超え<br>る繰越承認の手続を簡素化し、長期に<br>わたって運用可能な制度を設けるこ<br>とが必要とされたことを踏まえ、国立<br>大学法人会計基準の改正を公布。|・制度改正の内容について周知を図る。<br>【文】|,structured_table,markdown_table_detected,yes,PAGE-125,,review_required,,,
TRV-DOC-BMK-006-MD-082,DOC-BMK-006,pdf,125,pymupdf4llm_markdown,PAR-DOC-BMK-006-00606,2,3,|基本計画における具体的な取組|実施状況・現状分析|今後の取組方針|,review_required,needs_manual_review,review,PAGE-125,,review_required,,,
TRV-DOC-BMK-006-MD-083,DOC-BMK-006,pdf,126,pymupdf4llm_markdown,PAR-DOC-BMK-006-00610,5,3,|基本計画における具体的な取組|実施状況・現状分析|今後の取組方針|,structured_table,markdown_table_detected,yes,PAGE-126,,review_required,,,
TRV-DOC-BMK-006-MD-084,DOC-BMK-006,pdf,127,pymupdf4llm_markdown,PAR-DOC-BMK-006-00612,4,3,|点「イノベーション・コモンズ164」の<br>実現を目指す。こうした視点も盛り込<br>んで国が国立大学法人等の全体の施<br>設整備計画を策定し、継続的な支援を<br>行うとともに、国立大学法人等が自ら<br>行う戦略的な施設整備や施設マネジ<br>メント等も通じて、計画的・重点的な<br>施設整備を進める。【文】|に向けて「今後の国立大学法人等施設<br>の整備充実に関する調査研究協力者<br>会議」を設置し、国立大学法人等の施<br>設の目指すべき方向性を検討。|月の中間まとめを踏まえ、キャンパス<br>全体の共創拠点の実装化等を推進。<br>【文】|,structured_table,markdown_table_detected,yes,PAGE-127,,review_required,,,
TRV-DOC-BMK-006-MD-085,DOC-BMK-006,pdf,128,pymupdf4llm_markdown,PAR-DOC-BMK-006-00618,2,3,|基本計画における具体的な取組|実施状況・現状分析|今後の取組方針|,review_required,needs_manual_review,review,PAGE-128,,review_required,,,
TRV-DOC-BMK-006-MD-086,DOC-BMK-006,pdf,130,pymupdf4llm_markdown,PAR-DOC-BMK-006-00631,2,3,|基本計画における具体的な取組|実施状況・現状分析|今後の取組方針|,review_required,needs_manual_review,review,PAGE-130,,review_required,,,
TRV-DOC-BMK-006-MD-087,DOC-BMK-006,pdf,131,pymupdf4llm_markdown,PAR-DOC-BMK-006-00632,2,3,|Col1|に加え、令和７年度予算案には４年生<br>にも拡大するための経費を計上。<br>・行政説明等を通じ、地方公共団体や学<br>校へ小学校における教科担任制に関<br>する好事例を横展開。<br>・小学校高学年教科担任制に向けて、中<br>学理科・数学等の教職課程を置く大学<br>が小学校の教職課程を特例的に開設<br>できるよう、教職課程認定基準を改正<br>し、令和６年度に理科・数学に関連し<br>た1 大学２学部5 学科を認定。<br>・「大学・高専機能強化支援事業」におい<br>て、初回公募で計118 件、第２回公募<br>で97 件の計画を選定。令和７年６月<br>中の第３回選定に向けて公募を実施。<br>・令和５年度及び令和６年度補正予算<br>により情報、数学等の教育を重視する<br>カリキュラムの実施、ＩＣＴを活用し<br>た文理横断的・探究的な学びを強化す<br>る高等学校等に対し、必要な環境整備<br>等の経費を支援。|・地方公共団体や学校へ小学校におけ<br>る教科担任制に関する好事例の横展<br>開を継続。【文】<br>・引き続き小学校の教職課程を特例的<br>に開設できる制度について、教職課程<br>を置く大学等に説明会等を通じて周<br>知。【文】<br>・意欲ある大学・高等専門学校を支援<br>し、デジタル・グリーン等の成長分野<br>をけん引する高度専門人材の育成を<br>推進。（再掲）【文】<br>・令和６年度補正予算及び令和７年度<br>当初予算案において、継続校と新規採<br>択校に加え、グローバルな視点、特色<br>化・魅力化を図る視点、産業界と連携<br>した最先端の職業人材育成等プロフ<br>ェッショナルな視点から取り組む学<br>校を重点的に支援するための経費や<br>域内横断的な取組を支援するための<br>経費を計上しており、引き続き支援の<br>充実に取り組む。【文】|,review_required,needs_manual_review,review,PAGE-131,,review_required,,,
TRV-DOC-BMK-006-MD-088,DOC-BMK-006,pdf,132,pymupdf4llm_markdown,PAR-DOC-BMK-006-00633,3,3,|Col1|・日本科学未来館において、ＳＴＥＡＭ<br>教育に資する新常設展示を令和５年<br>11 月にオープンさせ、リアル/オンラ<br>インが融合した展示体験を提供。<br>・対話・協働の場であるサイエンスアゴ<br>ラ2024 においてＳＴＥＡＭ教育に資<br>する主催者企画等を多数実施。<br>・国立高等専門学校において、教育委員<br>会等と連携し、高専生の小中学校への<br>講師派遣、オンラインでの地域の小中<br>学生へのＳＴＥＡＭ・情報教育を実<br>施。|・日本科学未来館等の常設展示の更な<br>る強化に加え、リアル/オンラインが<br>融合した展示体験の提供等、対話協働<br>の場のＤＸ化を通じたＳＴＥＡＭ教<br>育の地域展開に取り組む。【文】<br>・サイエンスアゴラ等の対話・協働の場<br>を用いてＳＴＥＡＭ教育に資する取<br>組を継続。【文】<br>・小中学生に対し、近隣高専でのリアル<br>な学び等を提供する拠点整備・充実、<br>早期ＳＴＥＡＭ教育の実践に向けた<br>取組を推進。【文】|,structured_table,markdown_table_detected,yes,PAGE-132,,review_required,,,
TRV-DOC-BMK-006-MD-089,DOC-BMK-006,pdf,133,pymupdf4llm_markdown,PAR-DOC-BMK-006-00638,4,3,|基本計画における具体的な取組|実施状況・現状分析|今後の取組方針|,structured_table,markdown_table_detected,yes,PAGE-133,,review_required,,,
TRV-DOC-BMK-006-MD-090,DOC-BMK-006,pdf,133,pymupdf4llm_markdown,PAR-DOC-BMK-006-00639,3,3,|基本計画における具体的な取組|実施状況・現状分析|今後の取組方針|,structured_table,markdown_table_detected,yes,PAGE-133,,review_required,,,
TRV-DOC-BMK-006-MD-091,DOC-BMK-006,pdf,134,pymupdf4llm_markdown,PAR-DOC-BMK-006-00641,2,3,|員が個別最適な学習指導や生徒指導<br>を行ったり、教授法・学習法などの新<br>たな知見の創出や国・自治体における<br>政策の企画立案に反映したりするこ<br>とができるよう、「教育データ標準」<br>（第２版）を2021 年度内に公表する。<br>【文】|等を追加した「教育データ標準5.0」<br>の公表（令和７年３月）を始め、教育<br>データの分析・利活用の推進のための<br>取組を実施。|Col3|,review_required,needs_manual_review,review,PAGE-134,,review_required,,,
TRV-DOC-BMK-006-MD-092,DOC-BMK-006,pdf,134,pymupdf4llm_markdown,PAR-DOC-BMK-006-00642,4,3,|基本計画における具体的な取組|実施状況・現状分析|今後の取組方針|,structured_table,markdown_table_detected,yes,PAGE-134,,review_required,,,
TRV-DOC-BMK-006-MD-093,DOC-BMK-006,pdf,135,pymupdf4llm_markdown,PAR-DOC-BMK-006-00644,3,3,|確保、若手人材の参入促進、技術士の<br>資質・能力の向上に向けて、必要な制<br>度の見直しを行う。【文、関係府省】|Col2|Col3|,structured_table,markdown_table_detected,yes,PAGE-135,,review_required,,,
TRV-DOC-BMK-006-MD-094,DOC-BMK-006,pdf,135,pymupdf4llm_markdown,PAR-DOC-BMK-006-00645,4,3,|基本計画における具体的な取組|実施状況・現状分析|今後の取組方針|,structured_table,markdown_table_detected,yes,PAGE-135,,review_required,,,
TRV-DOC-BMK-006-MD-095,DOC-BMK-006,pdf,136,pymupdf4llm_markdown,PAR-DOC-BMK-006-00647,2,3,|Col1|ティカル休暇導入等の先進的取組を<br>実施している企業の事例を紹介。|Col3|,review_required,needs_manual_review,review,PAGE-136,,review_required,,,
TRV-DOC-BMK-006-MD-096,DOC-BMK-006,pdf,136,pymupdf4llm_markdown,PAR-DOC-BMK-006-00648,4,3,|基本計画における具体的な取組|実施状況・現状分析|今後の取組方針|,structured_table,markdown_table_detected,yes,PAGE-136,,review_required,,,
TRV-DOC-BMK-006-MD-097,DOC-BMK-006,pdf,137,pymupdf4llm_markdown,PAR-DOC-BMK-006-00650,4,3,|のニーズ情報が集積している、産学連<br>携本部、地域連携本部等の組織の窓口<br>機能と、地域の産業界等のニーズに対<br>応したリカレント教育、人材育成プロ<br>グラムとの連携についても、積極的に<br>促進するとともに、プログラムの設計<br>や広報等、コーディネーターとしての<br>役割を担う専門人材を確保する。【文、<br>経】|・自社が必要とする専門人材育成のた<br>めに高等教育機関に共同講座を設置<br>する企業等に対して、その費用を一部<br>補助する「高等教育機関における共同<br>講座創造支援事業費補助金」を実施。<br>28 件の企業等を支援。|・事業の成果を踏まえ、必要な方策を検<br>討。（再掲）【経】|,structured_table,markdown_table_detected,yes,PAGE-137,,review_required,,,
TRV-DOC-BMK-006-MD-098,DOC-BMK-006,pdf,137,pymupdf4llm_markdown,PAR-DOC-BMK-006-00651,2,3,|基本計画における具体的な取組|実施状況・現状分析|今後の取組方針|,review_required,needs_manual_review,review,PAGE-137,,review_required,,,
TRV-DOC-BMK-006-MD-099,DOC-BMK-006,pdf,138,pymupdf4llm_markdown,PAR-DOC-BMK-006-00652,3,3,|を踏まえた科学技術リテラシーやリ<br>スクリテラシーの取組、科学館や博物<br>館等における一般社会の意見収集や<br>市民による政策過程への参画の取組、<br>ＩｏＴやＡＩなど Society 5.0 の実現<br>に不可欠な最先端技術も活用した年<br>齢、性別、身体能力、価値観等の違い<br>を乗り越える対話・協働活動の取組な<br>ど、多層的な科学技術コミュニケーシ<br>ョンを強化する。【科技、文】|ケース型のロボット「ＡＩスーツケー<br>ス」の開発を推し進め、未来館内だけ<br>でなく、近隣施設までをつなぐ屋内外<br>でのナビゲーション実証を実施。|館内外での試行的運用に取り組む。<br>【科技、文】|,structured_table,markdown_table_detected,yes,PAGE-138,,review_required,,,
TRV-DOC-BMK-006-MD-100,DOC-BMK-006,pdf,139,pymupdf4llm_markdown,PAR-DOC-BMK-006-00655,2,3,|基本計画における具体的な取組|実施状況・現状分析|今後の取組方針|,review_required,needs_manual_review,review,PAGE-139,,review_required,,,
TRV-DOC-BMK-006-MD-101,DOC-BMK-006,pdf,148,pymupdf4llm_markdown,PAR-DOC-BMK-006-00750,2,3,|基本計画における具体的な取組|実施状況・現状分析|今後の取組方針|,review_required,needs_manual_review,review,PAGE-148,,review_required,,,
TRV-DOC-BMK-006-MD-102,DOC-BMK-006,pdf,151,pymupdf4llm_markdown,PAR-DOC-BMK-006-00782,2,3,|基本計画における具体的な取組|実施状況・現状分析|今後の取組方針|,review_required,needs_manual_review,review,PAGE-151,,review_required,,,
TRV-DOC-BMK-006-MD-103,DOC-BMK-006,pdf,154,pymupdf4llm_markdown,PAR-DOC-BMK-006-00818,2,3,|基本計画における具体的な取組|実施状況・現状分析|今後の取組方針|,review_required,needs_manual_review,review,PAGE-154,,review_required,,,
TRV-DOC-BMK-006-MD-104,DOC-BMK-006,pdf,156,pymupdf4llm_markdown,PAR-DOC-BMK-006-00839,2,3,|基本計画における具体的な取組|実施状況・現状分析|今後の取組方針|,review_required,needs_manual_review,review,PAGE-156,,review_required,,,
TRV-DOC-BMK-006-MD-105,DOC-BMK-006,pdf,159,pymupdf4llm_markdown,PAR-DOC-BMK-006-00853,2,3,|基本計画における具体的な取組|実施状況・現状分析|今後の取組方針|,review_required,needs_manual_review,review,PAGE-159,,review_required,,,
TRV-DOC-BMK-006-MD-106,DOC-BMK-006,pdf,165,pymupdf4llm_markdown,PAR-DOC-BMK-006-00901,2,3,|基本計画における具体的な取組|実施状況・現状分析|今後の取組方針|,review_required,needs_manual_review,review,PAGE-165,,review_required,,,
TRV-DOC-BMK-006-MD-107,DOC-BMK-006,pdf,170,pymupdf4llm_markdown,PAR-DOC-BMK-006-00925,2,3,|基本計画における具体的な取組|実施状況・現状分析|今後の取組方針|,review_required,needs_manual_review,review,PAGE-170,,review_required,,,
TRV-DOC-BMK-006-MD-108,DOC-BMK-006,pdf,173,pymupdf4llm_markdown,PAR-DOC-BMK-006-00955,2,3,|基本計画における具体的な取組|実施状況・現状分析|今後の取組方針|,review_required,needs_manual_review,review,PAGE-173,,review_required,,,
TRV-DOC-BMK-006-MD-109,DOC-BMK-006,pdf,180,pymupdf4llm_markdown,PAR-DOC-BMK-006-01020,4,3,|基本計画における具体的な取組|実施状況・現状分析|今後の取組方針|,structured_table,markdown_table_detected,yes,PAGE-180,,review_required,,,
TRV-DOC-BMK-006-MD-110,DOC-BMK-006,pdf,181,pymupdf4llm_markdown,PAR-DOC-BMK-006-01022,5,3,|基本計画における具体的な取組|実施状況・現状分析|今後の取組方針|,structured_table,markdown_table_detected,yes,PAGE-181,,review_required,,,
TRV-DOC-BMK-006-MD-111,DOC-BMK-006,pdf,182,pymupdf4llm_markdown,PAR-DOC-BMK-006-01026,2,3,|基本計画における具体的な取組|実施状況・現状分析|今後の取組方針|,review_required,needs_manual_review,review,PAGE-182,,review_required,,,
TRV-DOC-BMK-006-MD-112,DOC-BMK-006,pdf,182,pymupdf4llm_markdown,PAR-DOC-BMK-006-01027,2,3,|基本計画における具体的な取組|実施状況・現状分析|今後の取組方針|,review_required,needs_manual_review,review,PAGE-182,,review_required,,,
TRV-DOC-BMK-006-MD-113,DOC-BMK-006,pdf,183,pymupdf4llm_markdown,PAR-DOC-BMK-006-01030,2,3,|基本計画における具体的な取組|実施状況・現状分析|今後の取組方針|,review_required,needs_manual_review,review,PAGE-183,,review_required,,,
TRV-DOC-BMK-006-MD-114,DOC-BMK-006,pdf,183,pymupdf4llm_markdown,PAR-DOC-BMK-006-01031,2,3,|基本計画における具体的な取組|実施状況・現状分析|今後の取組方針|,review_required,needs_manual_review,review,PAGE-183,,review_required,,,
TRV-DOC-BMK-006-MD-115,DOC-BMK-006,pdf,184,pymupdf4llm_markdown,PAR-DOC-BMK-006-01033,44,9,|略称|府省名|Col3|Col4|Col5|Col6|Col7|Col8|Col9|,structured_table,markdown_table_detected,yes,PAGE-184,,review_required,,,
